       MER     betaTX    betaRCV     length idx TX & RCV        OB1        OB2        OB3   b Kaiser     weight 
 40.459422   0.171900   0.188700         93      51447  61.908382  64.430589  63.223705   0.000000         20 
 40.513185   0.171900   0.189100         93      51448  61.908382  64.430589  63.223705   0.000000         20 
 40.567305   0.171900   0.189500         93      51449  61.908382  64.430589  63.223705   0.000000         20 
 40.621781   0.171900   0.189900         93      51450  61.908382  64.430589  63.223705   0.000000         20 
 40.676611   0.171900   0.190300         93      51451  61.908382  64.430589  63.223705   0.000000         20 
 40.731793   0.171900   0.190700         93      51452  61.908382  64.430589  63.223705   0.000000         20 
 40.787326   0.171900   0.191100         93      51453  61.908382  64.430589  63.223705   0.000000         20 
 40.843208   0.171900   0.191500         93      51454  61.908382  64.430589  63.223705   0.000000         20 
 40.899436   0.171900   0.191900         93      51455  61.908382  64.430589  63.223705   0.000000         20 
 40.956008   0.171900   0.192300         93      51456  61.908382  64.430589  63.223705   0.000000         20 
 41.012923   0.171900   0.192700         93      51457  61.908382  64.430589  63.223705   0.000000         20 
 41.070176   0.171900   0.193100         93      51458  61.908382  64.430589  63.223705   0.000000         20 
 41.127766   0.171900   0.193500         93      51459  61.908382  64.430589  63.223705   0.000000         20 
 41.185689   0.171900   0.193900         93      51460  61.908382  64.430589  63.223705   0.000000         20 
 41.243942   0.171900   0.194300         93      51461  61.908382  64.430589  63.223705   0.000000         20 
 41.302521   0.171900   0.194700         93      51462  61.908382  64.430589  63.223705   0.000000         20 
 41.361422   0.171900   0.195100         93      51463  61.908382  64.430589  63.223705   0.000000         20 
 41.420642   0.171900   0.195500         93      51464  61.908382  64.430589  63.223705   0.000000         20 
 41.480176   0.171900   0.195900         93      51465  61.908382  64.430589  63.223705   0.000000         20 
 41.540020   0.171900   0.196300         93      51466  61.908382  64.430589  63.223705   0.000000         20 
 41.600169   0.171900   0.196700         93      51467  61.908382  64.430589  63.223705   0.000000         20 
 41.660617   0.171900   0.197100         93      51468  61.908382  64.430589  63.223705   0.000000         20 
 41.721360   0.171900   0.197500         93      51469  61.908382  64.430589  63.223705   0.000000         20 
 41.782391   0.171900   0.197900         93      51470  61.908382  64.430589  63.223705   0.000000         20 
 41.843704   0.171900   0.198300         93      51471  61.908382  64.430589  63.223705   0.000000         20 
 41.905293   0.171900   0.198700         93      51472  61.908382  64.430589  63.223705   0.000000         20 
 41.967150   0.171900   0.199100         93      51473  61.908382  64.430589  63.223705   0.000000         20 
 42.029270   0.171900   0.199500         93      51474  61.908382  64.430589  63.223705   0.000000         20 
