       MER     betaTX    betaRCV     length
 53.306490   0.230000   0.280000      125
 55.205005   0.240000   0.210000      125
 56.604613   0.240000   0.250000      125
 54.055874   0.240000   0.290000      125
 55.147854   0.250000   0.220000      125
 60.253852   0.250000   0.260000      125
 54.540747   0.250000   0.300000      125
 56.452531   0.260000   0.230000      125
 64.014591   0.260000   0.270000      125
 54.759400   0.260000   0.310000      125
 58.968112   0.270000   0.240000      125
 61.599844   0.270000   0.280000      125
 54.948148   0.270000   0.320000      125
 61.325485   0.280000   0.250000      125
 58.852410   0.280000   0.290000      125
 55.320373   0.280000   0.330000      125
 60.738308   0.290000   0.260000      125
 58.016068   0.290000   0.300000      125
 55.911265   0.290000   0.340000      125
 59.055046   0.300000   0.270000      125
 58.927839   0.300000   0.310000      125
 56.570908   0.300000   0.350000      125
 58.385273   0.310000   0.280000      125
 61.680225   0.310000   0.320000      125
 57.068344   0.310000   0.360000      125
 59.038781   0.320000   0.290000      125
 66.039143   0.320000   0.330000      125
 57.310301   0.320000   0.370000      125
 60.974981   0.330000   0.300000      125
 66.071841   0.330000   0.340000      125
 57.444646   0.330000   0.380000      125
 50.356765   0.340000   0.270000      125
